#a/Rsun e m1/Msun m2/Msun vx/kms vy/kms vz/kms
0.4193 0.0811 1.3781 1.3574 169.4696 -6.4804 48.3512
57.41 0.5008 1.5742 1.4615 97.9454 -76.5575 -0.5249
0.4427 0.0425 1.6012 1.3404 195.8139 52.7417 -110.1168
1.651 0.2895 2.6432 1.4300 18.2854 63.0310 90.4418
48.76 0.7368 2.5251 1.7751 -142.0257 -66.2021 -81.1844
65.61 0.7430 1.9862 1.4753 50.1867 19.4768 -74.9191
3.545 0.5592 2.7431 1.5559 -90.4930 115.6243 178.5196
2.19 0.2796 2.0841 1.3758 44.2679 114.2740 -133.0489
1.94 0.6376 2.3708 1.3097 -255.1263 119.0791 -104.9877
31.28 0.5040 2.6755 1.7644 -43.1812 39.5359 -87.3072
14.74 0.8040 2.6611 1.5145 -11.9239 -7.3362 49.8178
26.04 0.3380 1.9699 1.5786 -54.1693 -19.4282 52.4058
23.07 0.1697 2.0371 1.5231 -45.2502 56.9218 6.6457
1.011 0.1797 1.7009 1.3488 -127.3346 34.0441 285.8343
0.982 0.2033 2.2413 1.3709 -64.2513 35.0910 -39.4001
39.16 0.9445 2.8072 1.4851 116.6701 -73.6099 40.3996
1.616 0.1635 2.7589 1.4328 -83.9260 -47.4835 107.2544
1.03 0.0825 2.7134 1.4184 -130.6197 -35.7443 -146.1539
2.836 0.1714 2.7040 1.4389 44.4986 58.5252 53.0718
0.6194 0.5801 2.3505 1.3671 -154.6907 -198.3891 232.6693
225.3 0.7487 1.8516 1.6220 -18.2353 38.2433 27.0102
11.22 0.4502 2.3183 1.5199 46.4938 -80.7611 -35.5331
189.8 0.9373 2.6769 1.4473 5.0446 -59.6648 3.7295
16.35 0.5509 1.9548 1.4688 9.3864 83.7583 5.3748
170.8 0.7464 1.4296 1.3733 -60.8018 -49.4711 7.5865
5.563 0.3863 1.7901 1.3850 6.6315 -22.7155 111.7630
21.59 0.2101 1.9930 1.5194 -50.7169 -60.4619 48.9577
28.37 0.0473 2.0700 1.5048 28.1361 -18.5799 50.5358
1.468e+04 0.9913 1.7985 1.9992 24.7983 -7.0567 62.4240
23.12 0.4875 2.2375 1.6618 19.2926 65.4731 54.9176
6.823 0.6034 2.5307 1.4390 -46.0101 -29.9498 0.8386
1.07 0.1959 2.3315 1.3726 70.9507 16.0648 1.7839
71.38 0.8365 2.4904 1.6923 106.3494 29.7029 19.6924
0.1954 0.0860 2.9711 1.3203 103.2750 -32.2995 10.9402
24.54 0.1256 1.9926 1.5389 -48.9458 -37.9190 43.1006
3.278 0.6223 2.4001 1.3522 12.6877 41.7961 0.5971
83.8 0.6214 2.1898 1.8244 -68.1456 -48.5301 38.6076
72.58 0.0344 1.8205 1.7329 47.7239 -22.9031 74.0479
2.275 0.3541 2.6037 1.4176 -44.2657 -45.8006 93.8927
4.623 0.1224 2.5673 1.6204 87.8728 -68.8544 90.1701
0.668 0.3824 2.9082 1.3028 -12.1467 -191.4716 46.5762
23.36 0.3356 2.3647 1.6030 53.4121 57.3047 -20.6486
3.033 0.9202 1.5383 1.3098 156.9730 43.7113 37.4791
40.06 0.4064 2.1086 1.7913 -90.7684 -19.1962 -1.7503
2.594 0.1563 2.6232 1.4372 61.8458 49.3019 -10.4094
1.895 0.1735 1.9875 1.3685 5.2561 54.3688 63.7510
18.81 0.2137 1.9169 1.4398 -36.6865 31.3429 54.7877
1.657 0.1770 2.4210 1.4003 -22.4330 -90.2877 31.5431
0.1873 0.2564 1.3759 1.3341 117.0792 -204.7995 87.6083
61.26 0.6969 2.4684 1.9182 -61.3642 18.5853 63.5017
0.3508 0.0631 1.6685 1.3793 -74.3290 17.8777 28.0333
18.53 0.1438 2.4674 1.7721 39.7730 -33.8945 -86.2567
0.2256 0.2300 1.3704 1.3391 -220.4665 109.7400 -101.4040
3.625 0.2994 2.6128 1.3529 -65.5958 9.5167 64.0726
31.64 0.5605 2.8316 1.7705 -11.9255 59.1687 -57.7732
5.184 0.0914 2.3666 1.4466 -9.9091 87.1143 62.4866
3.65 0.2968 2.9481 1.5989 -84.2805 -59.1803 21.9238
0.987 0.0758 1.8116 1.6045 232.8369 -11.0307 -139.7424
55.45 0.8412 1.8379 1.8896 4.6645 104.9696 7.1553
45.2 0.8005 2.0239 1.5211 -29.0523 95.5458 23.5036
0.4574 0.1921 2.9453 1.3299 -31.7456 -29.4933 -45.5275
1.71 0.5090 1.9530 1.3546 3.0102 223.4677 -162.6545
32 0.6396 2.6168 1.4438 6.4444 -76.4876 -57.8900
2.211 0.3941 2.6987 1.4319 -203.5447 158.5549 -223.0392
13.65 0.6800 1.9178 1.4224 82.1720 10.1189 61.3370
10.49 0.3260 2.2893 1.5356 -101.0792 66.7067 23.0134
2.68 0.2751 2.0211 1.3802 -30.1070 73.5230 -32.1677
3.74 0.3134 2.2409 1.3743 -31.2312 -28.7819 8.4412
435.2 0.9987 1.7959 1.6971 18.4950 -63.2713 -58.6577
0.9217 0.5913 2.5040 1.3643 -41.0047 17.2904 -39.1316
0.4109 0.2950 2.8418 1.3188 198.8808 53.1378 85.1052
0.4316 0.4024 1.3750 1.3297 -152.4217 -387.9042 -16.8849
1.944 0.7443 2.5853 1.3062 31.0216 -114.8141 128.8652
3.564 0.7474 2.6191 1.4700 27.5053 -201.0521 78.1738
0.9414 0.3327 1.7980 1.4546 5.4105 183.3645 120.3031
0.3013 0.0553 2.3779 1.3357 -22.2635 -94.0858 -42.7733
43.6 0.3957 2.5256 1.8054 90.8526 -52.2745 -140.2903
3.188 0.9499 2.3456 1.4300 -158.2633 -42.0490 -43.3271
21.59 0.6130 2.0078 1.4952 -41.5223 93.3213 -43.3702
5.534 0.5574 2.4102 1.4399 -91.7899 -39.9183 -80.8675
2.222 0.9309 2.4564 1.3646 -211.0003 -491.8592 -216.2345
74.04 0.9630 2.8631 1.6211 -225.6745 -107.7181 334.4863
79.73 0.5773 2.5773 1.8963 -50.3593 24.7064 -22.3999
35.49 0.6070 2.0285 1.6264 -3.3030 -26.8629 -125.6419
1.357 0.5538 1.9886 1.3072 25.0256 113.8877 41.2548
1.113 0.8650 1.5056 1.4622 319.3195 199.9721 -211.6770
1.03 0.0273 2.4335 1.3328 -3.6345 -59.8548 48.2624
59.76 0.6125 2.0756 1.7169 27.0118 62.1842 40.4330
0.205 0.1236 2.3604 1.3065 -46.3185 29.7340 -82.6393
304.3 0.9196 1.9605 1.5198 13.4198 -46.6982 -5.8359
154.4 0.8721 1.8582 1.7983 -67.2757 -35.0753 -26.0714
40.37 0.2583 2.8089 2.0126 58.4367 16.2127 59.0752
0.6352 0.8030 1.7872 1.4504 448.8431 -536.3085 -258.8429
32.29 0.8664 2.3205 1.9271 -27.7886 -64.5277 122.0280
0.7704 0.4519 2.4674 1.3656 -40.8995 -27.5700 -6.3923
3.682 0.5487 2.6656 1.4337 -3.3512 44.7917 -14.5569
0.827 0.8534 1.6550 1.3334 -106.6739 -350.6982 -259.9486
132.3 0.8498 2.1757 1.5448 23.0455 32.6470 50.0141
3.879 0.4266 1.6251 1.3141 -85.3253 -0.3917 56.9748
4.382 0.4606 2.0799 1.3699 -14.4653 27.9217 -8.3929
14.78 0.9931 2.0005 1.6100 -91.3199 -21.2760 94.0301
177.4 0.7652 1.8599 1.8253 42.4944 -48.5307 -11.7854
25.04 0.8682 2.7182 1.7368 -5.7881 -28.4290 -101.8526
12.11 0.3737 2.8988 2.0186 -129.9386 -72.1979 13.5573
14.28 0.8148 2.5370 1.4393 -129.7785 50.6081 -368.0389
5.93 0.3246 2.3872 1.4444 3.6712 -54.4395 -58.2063
0.3711 0.2193 1.8462 1.4304 -52.9785 162.1072 -70.0350
55.99 0.7709 2.0240 1.5877 -89.3599 -63.7697 -39.4158
15.6 0.4066 2.5394 1.6851 -79.8420 -82.6864 10.9331
3178 0.9931 2.2106 1.6629 -25.0186 22.4608 38.4252
64.25 0.1414 1.8463 1.7159 -45.1339 51.6335 20.2274
561.3 0.6453 2.0176 2.2496 17.2312 28.7754 0.6457
0.296 0.4282 2.8646 1.3274 -186.2354 -67.1994 191.8214
2.438 0.1919 1.9978 1.3808 43.9650 14.8216 -464.5424
0.3023 0.2665 1.4385 1.4305 -194.3978 -44.3347 86.6058
3.44 0.2865 2.6394 1.4388 -70.3054 -41.4948 19.8743
10.88 0.8723 2.3815 1.5603 -105.2689 -235.6842 -8.5410
118.3 0.8961 2.0690 1.4442 -17.4818 44.5270 12.7397
13.21 0.2219 2.6461 1.7061 12.0899 46.6401 99.1478
4.878 0.6446 1.3445 1.3410 -22.1011 -145.4519 249.3308
11.37 0.6490 2.5617 1.5680 -32.3700 30.0716 39.3842
2.799 0.6066 1.7203 1.3223 -167.6412 -75.7958 -32.2924
458.5 0.9045 2.7021 1.8594 23.4235 24.8289 -19.8047
18.09 0.7550 2.3603 1.4451 -36.7460 79.8230 -33.1850
20.88 0.6557 1.9180 1.4423 -79.7343 -13.9487 68.7932
0.3686 0.3516 2.0024 1.4286 -152.7139 225.8536 97.5746
46.97 0.3782 2.7144 1.8821 54.0994 -43.6311 -22.6907
2.205 0.2045 2.6566 1.4272 34.6287 -18.8882 -69.1906
239.6 0.9437 2.3183 1.7617 -6.4705 -51.1518 90.0372
0.731 0.6324 2.3558 1.3541 -127.8759 253.1232 77.1392
0.1742 0.3606 1.3591 1.3282 -281.3781 673.0135 -187.7792
1.831 0.4571 2.0620 1.4455 -91.5392 -109.8512 -14.9816
82.25 0.8569 2.7000 1.8852 73.2412 -9.3988 55.8301
199.4 0.8492 2.1431 1.7739 -47.1453 4.6129 -55.1591
0.3193 0.1178 2.4015 1.3142 38.7193 -45.9791 -79.9579
95.17 0.5561 1.7079 1.6943 8.2715 22.7525 -26.9503
23.54 0.3054 2.1594 1.5644 -73.5078 -44.3807 -13.6848
29.23 0.6114 1.7550 1.4414 25.7796 -20.3133 16.1179
77.17 0.5024 1.8257 1.6876 83.9712 -35.0539 -50.5168
3.09 0.1946 2.4686 1.4389 42.6397 40.1467 -48.6906
4.784 0.3617 2.5409 1.4525 -64.0174 -53.6383 -32.1655
23.72 0.4561 2.4209 1.8440 66.5205 -38.9822 -36.0263
21.49 0.5060 1.9831 1.4863 -85.7220 24.4911 -57.4615
255 0.8537 2.4234 1.8792 20.5240 88.5716 -0.2003
17.39 0.2298 2.5841 1.6929 -25.4112 32.0708 -93.2869
0.1683 0.0385 2.4709 1.3173 -91.2705 -35.2853 -45.1987
6.67 0.6674 2.0000 1.3697 -5.4356 -45.4251 -20.1907
0.7655 0.1705 2.6320 1.3047 25.6785 -59.6048 -27.5448
0.8112 0.0617 2.2519 1.3721 115.4377 18.4710 -27.5217
1.246 0.2879 2.0775 1.3779 38.6151 -17.0322 145.9042
0.5758 0.1775 2.3955 1.3678 -50.2000 -30.0952 -136.7587
3.114 0.2715 1.9979 1.3808 29.6257 5.8711 -28.8218
3.731 0.1989 2.8856 1.7010 110.9043 14.6205 33.0758
1.346 0.7535 1.9461 1.3254 -198.7516 97.7471 -31.1120
4.611 0.0387 2.6934 1.6361 153.9975 -56.6896 -39.5931
96.6 0.7390 2.2858 1.9890 -52.9718 10.3796 0.8959
6.523 0.4306 2.9999 1.7522 13.4538 -116.4127 134.3309
0.336 0.5773 1.3437 1.3087 -51.5715 206.0305 124.8423
6.587 0.1928 2.2439 1.4457 -9.5043 49.0356 -36.9269
0.5775 0.2261 2.5763 1.3661 78.2424 -30.6239 67.0655
243.6 0.5026 1.9040 1.9827 21.2336 -14.8486 30.0634
1.718 0.4011 2.0870 1.3774 35.8664 72.7232 -65.9728
3.23 0.2969 1.8900 1.3425 28.0073 14.0150 78.5141
8.521 0.4921 2.1446 1.4472 31.4715 -104.5269 -36.0897
1409 0.9825 1.9688 1.4747 22.5796 -25.6022 -20.4711
177 0.7802 2.9658 1.8106 34.6127 9.9148 43.4660
3.084 0.3121 2.3513 1.3962 43.7583 -24.9203 44.0368
21.72 0.2193 1.9406 1.4212 78.2279 2.5428 -18.9426
2.051 0.0721 1.9991 1.3694 -14.5575 23.6335 69.8963
0.8464 0.3448 2.3683 1.3692 101.8339 -58.9929 -130.4856
3279 0.9914 1.9982 1.6483 10.5757 -85.6140 -26.8827
26.94 0.1801 2.1123 1.5381 32.5186 -86.5946 -0.3389
7.26 0.5013 2.5776 1.5445 -73.5832 -17.8237 5.4024
32.78 0.4048 1.9591 1.4614 42.0822 15.7375 41.5285
86.09 0.9846 2.7394 1.5603 191.7185 -110.9561 -112.4687
12.08 0.4145 2.5041 1.6835 34.0496 -106.5428 -29.8476
40.1 0.6845 2.0866 1.4453 -66.8770 -0.6001 -36.5760
0.1989 0.1228 1.3615 1.3199 -61.6910 -134.5340 -27.6596
13.19 0.6561 2.7736 1.6628 -17.9120 -120.2181 -48.9943
7.989 0.7811 2.0465 1.3721 -290.2539 107.5601 217.9065
765.7 0.9436 1.6417 1.4509 -38.8873 22.2163 19.5120
0.2813 0.0996 2.6831 1.3026 -40.1686 22.7878 -62.0160
0.249 0.0897 2.3977 1.3347 -119.8222 -68.6443 4.1330
25.86 0.1140 1.9924 1.4688 17.0580 -60.8165 -32.1705
15.76 0.7824 2.7393 1.6469 0.8360 56.8549 -36.7356
0.4749 0.0568 2.3391 1.3531 -2.2557 76.7815 12.1058
1.013 0.7567 1.6528 1.3356 109.0658 45.6312 -28.3160
135.2 0.8420 2.0483 1.6103 -2.8731 41.0065 -71.3226
2375 0.9911 1.9540 1.4679 -4.4908 49.9176 128.6879
10.07 0.7480 2.4148 1.4399 140.6764 -105.5221 11.0808
2.238 0.3207 2.9502 1.3619 11.6021 -74.9827 20.7706
1.173 0.4420 2.6532 1.3395 -33.6905 95.7968 -71.7331
22.07 0.3936 2.0024 1.5243 60.3954 -32.9614 35.2040
16.13 0.5044 2.1769 1.4370 -36.1562 -94.9059 -33.1181
0.7991 0.8847 2.7714 1.3310 -138.2256 -44.4281 133.5237
2.918 0.1688 2.3949 1.3359 -13.8889 43.6309 -17.6726
16.96 0.7368 2.1110 1.5444 49.0504 -124.1422 61.9171
0.8682 0.1516 1.3405 1.3316 29.3345 -33.3536 -85.1869
1.22 0.2750 2.7547 1.3417 21.8601 40.4722 57.3763
25.15 0.1733 1.8274 1.4203 76.5188 29.5773 -24.5925
158.9 0.9242 2.2260 1.5807 94.6413 147.7120 -240.2085
0.3516 0.9587 1.6256 1.3788 -45.9748 536.5844 -275.1397
0.5362 0.0490 2.4964 1.3191 -29.9146 -61.1036 -9.6408
29.57 0.4369 2.1320 1.7747 61.2920 -60.8389 19.5660
0.1745 0.2081 2.5019 1.3290 -118.3362 -214.5191 69.6408
0.2972 0.5114 2.3667 1.3642 -272.0342 -45.3335 -111.2635
1.135 0.0669 2.3738 1.3271 -1.4157 -61.4713 -12.5435
20.59 0.7906 2.6015 1.8713 -39.0663 -15.0803 104.8119
22.78 0.6402 2.8889 1.9323 -86.4702 46.2430 8.7335
0.8622 0.0346 2.6688 1.3935 -106.6950 -39.9626 9.0889
182.5 0.7023 2.7511 2.5808 18.0102 59.1462 -9.4034
1.267 0.9246 1.6306 1.3281 124.9511 -99.9577 218.1045
2.307 0.7629 2.9151 1.4336 -203.3291 -85.2017 191.0699
6.503 0.8277 2.0260 1.3717 -193.0783 68.4520 45.8701
38.59 0.2821 2.0557 1.6469 22.2199 -60.5678 -34.7902
49.67 0.1071 2.0561 1.4960 -26.5904 135.4204 -25.7921
58.33 0.9319 1.8768 1.9429 27.7411 -19.6552 -67.6797
0.7308 0.2304 2.5561 1.3091 -75.9782 -3.2571 0.8436
5.667 0.3138 2.6579 1.6966 122.8717 112.7049 21.6739
36.76 0.3103 2.5036 2.0935 67.1522 42.7238 -29.1955
903.2 0.9856 1.8531 1.7843 41.9885 110.0846 -57.6293
25.47 0.8376 1.9689 1.5978 3.5768 -35.8512 87.7580
2.532 0.7776 2.1005 1.4666 -239.0015 192.4659 -241.7142
0.1562 0.3214 1.3983 1.3731 63.4696 371.5942 163.7762
39.97 0.4129 2.0034 1.5050 57.4276 -27.6257 8.9476
0.2639 0.1432 2.4390 1.3349 69.8072 10.6186 -41.7339
0.6988 0.5084 2.4952 1.3025 255.2955 99.3891 -39.1173
0.1587 0.0856 1.3516 1.3216 154.0864 238.7114 223.0059
0.1831 0.2347 2.5116 1.3423 219.5984 -37.9587 26.8332
33.57 0.5606 1.9041 1.4230 -89.0234 -40.0140 36.5703
55.05 0.8671 2.1054 1.8049 -74.2065 33.4362 39.2157
0.4954 0.0128 1.3224 1.3098 -16.0376 87.6001 59.0398
0.5403 0.5405 1.3670 1.3400 -16.6885 -406.1234 -179.3030
0.6486 0.7066 2.7597 1.3158 47.2237 -99.8177 86.6794
0.6552 0.1445 2.5044 1.3181 -33.8115 52.9196 -23.8831
3.012 0.3771 2.6117 1.4358 87.5591 -34.9248 -20.1026
35.61 0.1406 2.4342 1.8588 -3.0003 15.3426 65.3159
6.795 0.2150 2.4455 1.4531 -33.3845 28.5817 69.1015
0.6246 0.5488 2.3537 1.3264 139.5935 -92.0308 -97.9820
0.9931 0.8646 2.7674 1.4323 -121.9886 -263.6538 308.9896
66.49 0.5645 2.1204 1.5675 -4.6950 39.8033 -19.9165
4.066 0.2450 2.4787 1.4423 -21.6168 -36.7031 72.1684
0.5497 0.2740 2.3782 1.3625 27.1323 55.0213 71.1998
57.03 0.8358 2.1168 1.8000 48.6290 -89.8914 61.4551
5.123 0.4205 2.5192 1.4402 -8.7448 2.9359 87.1354
4.562 0.4296 1.6043 1.4831 44.1414 73.8799 -162.0652
3.253 0.3814 2.7599 1.4612 -59.9251 78.8058 40.8338
2.892 0.2054 2.5463 1.4394 25.5874 25.4901 81.9370
1.641 0.7137 2.7891 1.4554 251.8079 82.0171 81.6024
1.889 0.7036 2.7803 1.3264 -227.0977 -22.2419 -4.7984
5.224 0.4268 1.6595 1.3349 -3.4727 109.2020 44.2007
45.94 0.8612 1.7144 1.4400 81.5001 73.8879 -45.0439
79.87 0.5704 2.2467 1.8512 -67.8112 -26.1186 -29.6173
43.49 0.7766 2.8564 1.8249 4.3928 -32.8388 -91.6930
0.664 0.8756 1.6954 1.4543 448.1717 -581.2038 -130.6723
10.76 0.5341 2.3131 1.5602 57.2676 -70.7591 51.7828
1.95 0.5350 2.8247 1.4962 161.0715 -229.0032 -190.4698
11.45 0.3780 2.1400 1.4597 -62.0369 -52.1288 116.9854
2.994 0.4034 2.6422 1.4287 -5.3960 78.7823 -19.6386
0.5668 0.1801 1.3740 1.3555 79.0709 -36.5984 50.6556
12.1 0.9623 2.1886 1.4805 -39.9916 -136.4312 123.3770
1.242 0.1806 1.6200 1.4743 -193.2293 -112.2409 -196.4432
171.9 0.7821 1.8582 2.1321 35.1492 45.3933 1.8595
4.796 0.2490 1.6243 1.3126 42.1280 3.4568 1.8027
12.33 0.9093 2.6745 1.4199 -59.9777 -255.5531 6.2471
65.05 0.6173 1.8950 1.8563 80.8212 -13.5942 45.7764
22.45 0.8841 1.9665 1.4645 53.3359 80.3930 -68.9217
42.49 0.4574 2.2414 1.6586 67.7600 -27.5368 17.2848
0.1034 0.0996 1.3536 1.3133 -149.9127 436.3005 -86.0189
131.5 0.2719 1.9682 1.9381 -5.3268 -9.1878 -46.0360
5.103 0.4053 2.7392 1.6594 51.2357 -10.1937 67.3193
0.9017 0.4572 2.3157 1.3476 -3.8409 -0.6716 5.1955
0.4378 0.5463 1.7055 1.4619 33.4260 374.3026 -155.4719
2.175 0.3224 2.4132 1.3095 24.5603 -26.3315 -32.2056
4.903 0.3250 2.5550 1.4526 77.8204 4.3923 -20.7543
3.309 0.5664 2.1845 1.3776 51.4816 -40.9301 26.0222
2.166 0.4905 1.6263 1.5640 61.9045 -57.2447 52.6513
8.024 0.7794 2.3834 1.5621 -307.4201 -46.3636 241.5234
29.77 0.9694 2.2915 1.3654 -152.8334 180.7505 -266.1434
2.029 0.2300 2.4021 1.4059 15.9835 95.8619 -21.8421
162.1 0.4982 1.9431 1.7673 -58.9258 24.7715 12.9529
4.304 0.7097 2.5746 1.6783 179.0334 -187.5197 -133.9572
0.2199 0.3949 2.6161 1.3142 -3.9549 -237.4636 96.4992
6.482 0.3876 2.6147 1.6775 17.7802 -7.3624 -157.9629
6.565 0.5708 2.9000 1.6496 -22.4064 -2.1094 69.4214
1.615 0.3686 2.6625 1.4034 51.1382 -27.5960 -38.9958
0.2365 0.5257 2.5645 1.3149 -124.6925 -155.3273 134.7312
10.77 0.8353 2.7203 1.3658 -63.4603 146.7329 -65.7293
0.9079 0.2262 2.5930 1.3015 4.6844 12.1092 41.7422
45.36 0.2231 2.3504 1.7275 71.8808 -35.3486 -8.1397
19.69 0.6911 2.0208 1.5352 88.8038 53.1522 31.2200
1.504 0.8561 2.6319 1.3424 74.5608 201.2129 -139.6733
17.62 0.3718 2.1829 1.5599 34.6250 45.3818 -77.7106
138.2 0.3557 1.8103 1.7990 -55.9273 40.3095 9.0446
142.8 0.8658 1.8463 1.7278 -102.5752 25.9933 4.2072
22.55 0.9094 2.8656 1.8184 -97.2773 4.7283 -39.6150
22.17 0.2597 1.9992 1.4336 -5.7516 -32.8561 48.8799
46.76 0.6050 1.4645 1.4367 -55.2038 -38.0546 22.0892
59.27 0.4219 2.0896 1.6679 -21.5520 -18.8604 31.6244
0.6789 0.3103 2.5723 1.3315 -52.2961 31.8658 -27.0853
21.62 0.2340 2.4914 1.6975 -55.7727 -48.7362 49.8867
85.72 0.4344 1.9510 1.9434 78.5945 105.0436 -41.2219
0.5136 0.9741 2.3219 1.3008 -60.2213 -266.8845 23.8852
57.6 0.5540 2.0332 1.4929 45.5151 27.7142 -2.0031
3.352 0.6838 2.7534 1.6739 103.3758 47.1851 204.6198
3.534 0.2105 1.6304 1.3173 -16.5678 62.9446 18.9205
2.419 0.2987 1.6978 1.4590 90.0075 105.9874 -201.3729
0.2779 0.2073 1.3972 1.3442 101.0215 349.1854 60.3941
75.15 0.9384 2.7055 2.2215 28.8927 36.9961 -155.4585
0.2644 0.2058 1.4402 1.4329 449.3889 -96.5218 67.7923
17.78 0.3502 2.4789 1.6887 0.9821 -111.8349 -14.3329
10.32 0.4995 2.8186 1.8332 -71.9405 64.4609 -117.4039
20.67 0.9023 2.0053 1.3650 -36.9840 -10.5381 72.0452
29.29 0.3654 1.8584 1.4379 14.3359 47.8511 -28.4806
3.654 0.4947 2.7007 1.4353 -44.5028 12.2383 52.1976
6.698 0.7760 2.7435 1.4319 8.1231 -11.5846 -62.3703
8.259 0.6382 2.6903 1.4841 22.8226 1.5263 -110.7248
25.28 0.8705 2.4821 1.3769 -20.9686 -12.5184 -11.2934
2.129 0.2805 2.6218 1.4176 166.3509 -99.0200 243.9773
49.63 0.6624 1.9761 1.5972 -42.0247 69.6076 -26.0691
37.77 0.5330 2.4916 1.6923 24.1403 -60.7507 37.8471
20.77 0.0950 1.9215 1.4286 94.2473 43.7275 91.6386
1.004 0.1247 2.6579 1.3947 -75.5612 -60.6158 21.3378
2.041 0.6612 1.6324 1.3242 108.1507 26.8495 -67.6243
28.68 0.2652 2.0049 1.4663 -49.1197 5.4529 -37.0237
281.2 0.9643 2.0445 1.5871 -89.1806 70.6174 -29.4035
96.37 0.2654 1.9485 1.6064 39.3836 -36.1903 46.5542
61.97 0.4279 2.5186 1.5944 -33.9537 8.7616 28.1282
0.3043 0.0765 2.8935 1.3271 -5.9048 -79.5813 1.2081
2.115 0.3079 2.0095 1.3742 -11.9224 92.0851 -52.7621
2.438 0.2516 1.9210 1.4289 243.1055 93.1932 -33.4560
0.1865 0.0379 1.3671 1.3347 378.4517 319.5133 96.1643
1.485 0.0575 1.6007 1.5537 342.3415 -66.9910 77.4057
18.92 0.8962 2.0509 1.7399 136.9082 -7.4917 -15.1418
5.391 0.3409 2.4763 1.4425 -13.9880 -3.9078 61.7480
0.3818 0.0623 2.8397 1.3187 -43.9772 -56.0606 47.8814
14.7 0.7909 2.4393 1.3675 10.3906 -21.8734 -1.7988
1.811 0.1604 2.5157 1.3102 4.1997 -5.4796 -19.2734
0.8551 0.1227 2.7193 1.3599 25.7664 44.1252 66.8491
60.36 0.8259 2.3081 1.5568 41.5529 69.5868 -15.1100
0.6839 0.1266 1.6291 1.3051 34.6503 -28.4901 6.5494
1.764 0.3112 2.6914 1.4356 -213.0534 -15.5566 148.8552
2.015 0.4901 2.3426 1.3666 -75.3846 -129.7055 -56.1129
26.83 0.2233 1.9564 1.5173 48.3984 39.0996 -11.2388
18.39 0.9982 2.3946 1.7307 99.0831 23.2063 56.7582
16.64 0.9405 2.4189 1.4967 -53.7426 -38.3040 72.9590
0.1687 0.0450 1.3786 1.3439 -244.3957 259.9549 -250.7857
6.234 0.5927 2.8442 1.5385 8.9848 -96.8015 -15.5787
79.13 0.6536 2.0634 1.6300 24.3136 -23.6592 43.0992
205.3 0.2971 1.8610 2.0500 39.6187 62.1922 76.6110
5.325 0.3496 2.6386 1.3740 -7.2518 -2.3881 27.3531
41.82 0.7947 2.1568 1.4477 -21.6188 -11.6872 -65.4145
0.4394 0.5243 2.6202 1.3168 -10.0989 -280.1049 -145.3190
4.501 0.7946 1.3427 1.3313 -93.0530 14.1330 -2.1612
1239 0.8613 1.7980 1.8473 -2.5662 18.5931 87.5646
5.899 0.4842 2.7431 1.6691 27.7733 83.2753 -26.2326
0.6071 0.2529 2.8313 1.3127 -51.2073 -28.3609 -12.2840
1.59 0.3896 1.9820 1.3682 -75.6187 -0.7232 -92.7217
1.54 0.3790 1.5995 1.3000 108.1641 -33.1169 -79.8905
15.43 0.7034 1.9820 1.4627 -90.2806 -100.8002 -0.3503
4.506 0.5235 2.7997 1.7458 150.7397 15.7630 -74.5260
1.087 0.5906 2.7075 1.4311 -72.5238 80.8554 335.5740
27.91 0.0300 1.5948 1.5714 -305.3494 -106.2518 -271.7834
229.6 0.8935 1.9917 1.4731 11.0196 -32.5952 27.0960
2.499 0.2306 2.5172 1.3005 3.7537 28.2076 9.5056
177.8 0.4653 1.7932 1.7436 6.1948 52.0690 15.6553
198.7 0.9350 2.0481 1.4853 -65.6830 4.1697 94.2215
24.09 0.4221 1.9603 1.4381 29.9491 22.2272 65.1471
0.1084 0.2515 1.8601 1.4186 -35.8504 23.7844 385.8342
1.934 0.1244 2.3643 1.3467 4.7784 24.9863 61.2943
130.4 0.8626 2.4136 1.8899 97.8824 13.0075 73.3946
639.4 0.9163 1.8880 1.8447 -66.6715 -16.2626 17.8166
17.6 0.5143 2.0623 1.4460 143.7816 -54.0986 -14.7155
82.41 0.7391 1.9823 1.4639 27.6046 -0.4356 47.4817
2.488 0.8770 1.6070 1.3617 -144.3745 -257.4426 159.1159
1.65 0.1884 2.8364 1.4824 14.7752 69.1382 162.7471
0.4526 0.5047 1.4444 1.4385 -80.5773 -33.5187 -72.7842
1.364 0.4929 2.7661 1.4313 78.8697 -278.1417 43.6373
43.31 0.9363 2.4346 1.4262 -61.6579 -16.4147 -85.4886
6.651 0.3659 2.4300 1.4294 28.9311 19.3569 -17.3183
5.194 0.2601 2.3729 1.5189 -102.8226 60.1408 -146.5916
41.64 0.2780 2.2206 1.6458 -42.8685 34.9438 28.3060
7.837 0.9669 2.6965 1.5019 199.6035 -76.3266 236.6648
0.326 0.4518 2.5292 1.3374 -60.2970 22.2889 -40.5632
0.5281 0.3005 2.6587 1.3080 -42.1074 -25.5031 20.6363
0.3181 0.3030 2.3850 1.3611 -69.4226 -263.4072 101.6979
46.56 0.6096 2.2256 1.5434 22.7204 -27.7800 45.3085
0.7581 0.0658 2.5501 1.3893 -6.4033 -68.3212 94.1637
2.113 0.2155 1.9723 1.3511 -33.4153 -52.0574 7.1564
19.99 0.1099 1.9092 1.4168 -26.8051 54.3663 -24.8875
6.436 0.6284 1.6924 1.3444 81.8717 105.6227 -53.3012
